അയ്യപ്പനും കോശിയും	| സംവിധായകൻ | സച്ചി
w.e. | അഭിനേതാക്കൾ | ഓസ്കാർ ഐസക്ക്
കൺഡോർമൻ | അഭിനേതാക്കൾ | ബാർബറ കരേര
വാൻ ഡൈമന്റെ ഭൂമി | രചന | ഓസ്കാർ റെഡ്ഡിംഗ്
വാൻ ഡൈമന്റെ ഭൂമി | അഭിനേതാക്കൾ | ഓസ്കാർ റെഡ്ഡിംഗ്
എല്ലാറ്റിന്റെയും ആവേശം | രചന | കാൾ റെയ്നർ
അരികിൽ | സംവിധായകൻ | ജോൺ കാർണി
അരികിൽ | രചന | ജോൺ കാർണി
അരികിൽ | ടാഗുകൾ | ജോൺ കാർണി
നിയമം | രചന | കരോൾ ആമേൻ
മോണ്ടെ വാൽഷ് | അഭിനേതാക്കൾ | കീത്ത് കരാഡിൻ
മറ്റൊരു ക്രിസ്മസിന് ഒരു കരോൾ | സംവിധായകൻ | ജോസഫ് എൽ. മാൻകീവിക്‌സ്
മറ്റൊരു ക്രിസ്മസിന് ഒരു കരോൾ | രചന | വടി സെർലിംഗ്
മറ്റൊരു ക്രിസ്മസിന് ഒരു കരോൾ | അഭിനേതാക്കൾ | സ്റ്റെർലിംഗ് ഹെയ്ഡൻ
മറ്റൊരു ക്രിസ്മസിന് ഒരു കരോൾ | അഭിനേതാക്കൾ | ഇവാ മേരി വിശുദ്ധ
മറ്റൊരു ക്രിസ്മസിന് ഒരു കരോൾ | അഭിനേതാക്കൾ | ബെൻ ഗസ്സാര
മറ്റൊരു ക്രിസ്മസിന് ഒരു കരോൾ | അഭിനേതാക്കൾ | ബാർബറ ആൻ ടീർ
മറ്റൊരു ക്രിസ്മസിന് ഒരു കരോൾ | റിലീസ്_വർഷം | 1964
മറ്റൊരു ക്രിസ്മസിന് ഒരു കരോൾ | വർഗ്ഗം | യുദ്ധം
മറ്റൊരു ക്രിസ്മസിന് ഒരു കരോൾ | ടാഗുകൾ | bd-r
നിലനിൽക്കുന്നിടത്തോളം സ്നേഹം ശാശ്വതമാണ് | സംവിധായകൻ | കാർലോ വെർഡോൺ
നിലനിൽക്കുന്നിടത്തോളം സ്നേഹം ശാശ്വതമാണ് | രചന | കാർലോ വെർഡോൺ
നിലനിൽക്കുന്നിടത്തോളം സ്നേഹം ശാശ്വതമാണ് | അഭിനേതാക്കൾ | കാർലോ വെർഡോൺ
ഇരുമ്പ് സ്ത്രീ | ടാഗുകൾ | ഓസ്കാർ നാമം
ശരീരം തട്ടിയെടുക്കുന്നവരുടെ അധിനിവേശം | അഭിനേതാക്കൾ | veronica cartwright
പുനരുജ്ജീവനം | രചന | കാൾ ഹാർബോ
skidoo | അഭിനേതാക്കൾ | കരോൾ ചാനിംഗ്
പരസ്പരം ഉണ്ടാക്കിയത് | അഭിനേതാക്കൾ | കരോൾ ലോംബാർഡ്
ആൺകുട്ടികൾക്കൊപ്പം കാറിൽ കയറുന്നു | സംവിധായകൻ | പെന്നി മാർഷൽ
ആൺകുട്ടികൾക്കൊപ്പം കാറിൽ കയറുന്നു | അഭിനേതാക്കൾ | ബാരിമോർ വരച്ചു
ആൺകുട്ടികൾക്കൊപ്പം കാറിൽ കയറുന്നു | അഭിനേതാക്കൾ | ബ്രിട്ടാനി മർഫി
ആൺകുട്ടികൾക്കൊപ്പം കാറിൽ കയറുന്നു | അഭിനേതാക്കൾ | സ്റ്റീവ് സാൻ
ആൺകുട്ടികൾക്കൊപ്പം കാറിൽ കയറുന്നു | റിലീസ്_വർഷം | 2001
ആൺകുട്ടികൾക്കൊപ്പം കാറിൽ കയറുന്നു | വർഗ്ഗം | ജീവചരിത്രം
ആൺകുട്ടികൾക്കൊപ്പം കാറിൽ കയറുന്നു | ടാഗുകൾ | ബാരിമോർ വരച്ചു
ഇരുട്ടിൽ ചിറകുകൾ | അഭിനേതാക്കൾ | കാരി ഗ്രാന്റ്
ജൂഡിയുമായി ഒരു തീയതി | അഭിനേതാക്കൾ | കാർമെൻ മിറാൻഡ
33 പോസ്റ്റ്കാർഡുകൾ | സംവിധായകൻ | പോളിൻ ചാൻ
33 പോസ്റ്റ്കാർഡുകൾ | രചന | പോളിൻ ചാൻ
33 പോസ്റ്റ്കാർഡുകൾ | അഭിനേതാക്കൾ | പയ്യൻ pearce
ഒരു ക്രിസ്മസ് കേപ്പറിലെ മഡഗാസ്കർ പെൻഗ്വിനുകൾ | സംവിധായകൻ | ഗാരി ട്രൌസ്ഡേൽ
ഒരു ക്രിസ്മസ് കേപ്പറിലെ മഡഗാസ്കർ പെൻഗ്വിനുകൾ | രചന | മൈക്കൽ ലാച്ചൻസ്
ഒരു ക്രിസ്മസ് കേപ്പറിലെ മഡഗാസ്കർ പെൻഗ്വിനുകൾ | റിലീസ്_വർഷം | 2005
ഒരു ക്രിസ്മസ് കേപ്പറിലെ മഡഗാസ്കർ പെൻഗ്വിനുകൾ | വർഗ്ഗം | ആനിമേഷൻ
ഒരു ക്രിസ്മസ് കേപ്പറിലെ മഡഗാസ്കർ പെൻഗ്വിനുകൾ | വർഗ്ഗം | ചെറുത്
ഒരു ക്രിസ്മസ് കേപ്പറിലെ മഡഗാസ്കർ പെൻഗ്വിനുകൾ | ടാഗുകൾ | ആനിമേഷൻ
ഒരു ക്രിസ്മസ് കേപ്പറിലെ മഡഗാസ്കർ പെൻഗ്വിനുകൾ | ടാഗുകൾ | ക്രിസ്മസ്
ഒരു ക്രിസ്മസ് കേപ്പറിലെ മഡഗാസ്കർ പെൻഗ്വിനുകൾ | ടാഗുകൾ | ചെറുത്
ഒരു ക്രിസ്മസ് കേപ്പറിലെ മഡഗാസ്കർ പെൻഗ്വിനുകൾ | ടാഗുകൾ | ഗാരി ട്രൌസ്ഡേൽ
പെട്ടി | അഭിനേതാക്കൾ | ജിയാൻകാർലോ എസ്പോസിറ്റോ
കാണിക്ക ബോട്ട് | രചന | ഓസ്കാർ ഹാമർസ്റ്റൈൻ ii
കാട്ടു ഓർക്കിഡ് | അഭിനേതാക്കൾ | carré otis
അച്ഛനും തോക്കുകളും | അഭിനേതാക്കൾ | കരോലിൻ ധവെർണാസ്
ലോറ മാർസിന്റെ കണ്ണുകൾ | രചന | ജോൺ ആശാരി
ഇത് അർഹിക്കാൻ ഞാൻ എന്താണ് ചെയ്തത്? | അഭിനേതാക്കൾ | കാർമെൻ മൗറ
അവിശ്വസനീയമായ ശിലാലിഖിത ലോകം | അഭിനേതാക്കൾ | ജോൺ കരാഡിൻ
സ്വാർത്ഥ ഭീമൻ | രചന | ഓസ്കാർ വൈൽഡ്
വെള്ളത്തിൽ നടക്കുക | അഭിനേതാക്കൾ | കരോളിൻ പീറ്റേഴ്സ്
പുള്ളിപ്പുലി | അഭിനേതാക്കൾ | ക്ലോഡിയ കർദ്ദിനേൽ
യഥാർത്ഥ സ്ത്രീകൾക്ക് വളവുകൾ ഉണ്ട് | സംവിധായകൻ | പട്രീഷ്യ കാർഡോസോ
കാർലിറ്റോയുടെ വഴി | സംവിധായകൻ | ബ്രയാൻ ഡി പാൽമ
കാർലിറ്റോയുടെ വഴി | രചന | ഡേവിഡ് കോപ്പ്
കാർലിറ്റോയുടെ വഴി | രചന | എഡ്വിൻ ടോറസ്
കാർലിറ്റോയുടെ വഴി | അഭിനേതാക്കൾ | അൽ പാസിനോ
കാർലിറ്റോയുടെ വഴി | അഭിനേതാക്കൾ | സീൻ പേന
കാർലിറ്റോയുടെ വഴി | അഭിനേതാക്കൾ | ജോൺ ലെഗുയിസാമോ
കാർലിറ്റോയുടെ വഴി | അഭിനേതാക്കൾ | പെനെലോപ്പ് ആൻ മില്ലർ
കാർലിറ്റോയുടെ വഴി | റിലീസ്_വർഷം | 1993
കാർലിറ്റോയുടെ വഴി | വർഗ്ഗം | നാടകം
കാർലിറ്റോയുടെ വഴി | വർഗ്ഗം | കുറ്റകൃത്യം
കാർലിറ്റോയുടെ വഴി | ടാഗുകൾ | കുറ്റകൃത്യം
കാർലിറ്റോയുടെ വഴി | ടാഗുകൾ | ആർ
കാർലിറ്റോയുടെ വഴി | ടാഗുകൾ | അൽ പാസിനോ
കാർലിറ്റോയുടെ വഴി | ടാഗുകൾ | സീൻ പേന
കാർലിറ്റോയുടെ വഴി | ടാഗുകൾ | വിഗ്ഗോ മോർട്ടൻസൻ
കാർലിറ്റോയുടെ വഴി | ടാഗുകൾ | ബ്രയാൻ ഡി പാൽമ
കത്തുന്ന തിളക്കം | സംവിധായകൻ | കാർലോസ് ബ്രൂക്ക്സ്
കാർസൺ സിറ്റി | രചന | സ്ലോൺ നിബ്ലി
കാർസൺ സിറ്റി | അഭിനേതാക്കൾ | റെയ്മണ്ട് മാസ്സി
കാർസൺ സിറ്റി | അഭിനേതാക്കൾ | റാൻഡോൾഫ് സ്കോട്ട്
കാർസൺ സിറ്റി | അഭിനേതാക്കൾ | lucille norman
കാർസൺ സിറ്റി | റിലീസ്_വർഷം | 1952
കാർസൺ സിറ്റി | വർഗ്ഗം | പടിഞ്ഞാറൻ
വിശുദ്ധ പെൺകുട്ടി | അഭിനേതാക്കൾ | കാർലോസ് ബെല്ലോസോ
django unchained | ടാഗുകൾ | ഓസ്കാർ
ലേഡി ജെയ്ൻ | അഭിനേതാക്കൾ | ഹെലീന ബോൺഹാം കാർട്ടർ
phffft | അഭിനേതാക്കൾ | ജാക്ക് കാർസൺ
അതിർത്തി പട്ടണം | രചന | കരോൾ ഗ്രഹാം
അവൻ നിങ്ങളോട് അങ്ങനെയല്ല | ടാഗുകൾ | സ്കാർലെറ്റ് ജോഹാൻസൺ
ഒരു അമേരിക്കൻ കരോൾ | സംവിധായകൻ | ഡേവിഡ് സുക്കർ
ഒരു അമേരിക്കൻ കരോൾ | രചന | ഡേവിഡ് സുക്കർ
ഒരു അമേരിക്കൻ കരോൾ | രചന | മിർണ സോകോലോഫ്
ഒരു അമേരിക്കൻ കരോൾ | അഭിനേതാക്കൾ | adkins കണ്ടെത്തുക
ഒരു അമേരിക്കൻ കരോൾ | റിലീസ്_വർഷം | 2008
ഒരു അമേരിക്കൻ കരോൾ | വർഗ്ഗം | കോമഡി
ഒരു അമേരിക്കൻ കരോൾ | ടാഗുകൾ | പാരഡി
ഒരു അമേരിക്കൻ കരോൾ | ടാഗുകൾ | ക്രിസ്മസ്
ഒരു അമേരിക്കൻ കരോൾ | ടാഗുകൾ | മൈക്കൽ മൂർ
ഒരു അമേരിക്കൻ കരോൾ | ടാഗുകൾ | ഡേവിഡ് സുക്കർ
ബില്ലി ദി കിഡ് വേഴ്സസ് ഡ്രാക്കുള | അഭിനേതാക്കൾ | ജോൺ കരാഡിൻ
വാമ്പയർ | സംവിധായകൻ | ജോൺ ആശാരി
വാമ്പയർ | ടാഗുകൾ | ജോൺ ആശാരി
സ്ട്രോബെറിയും ചോക്കലേറ്റും | സംവിധായകൻ | ജുവാൻ കാർലോസ് ടാബിയോ
വെറോണിക്ക ഗെറിൻ | രചന | കരോൾ ഡോയൽ
പേരിൽ മാത്രം | അഭിനേതാക്കൾ | കാരി ഗ്രാന്റ്
പേരിൽ മാത്രം | അഭിനേതാക്കൾ | കരോൾ ലോംബാർഡ്
രഹസ്യമായി | അഭിനേതാക്കൾ | ഓസ്കാർ ഐസക്ക്
വർണ്ണചക്രം | രചന | കാർലൻ ആൾട്ട്മാൻ
വർണ്ണചക്രം | അഭിനേതാക്കൾ | കാർലൻ ആൾട്ട്മാൻ
വെസ്ന വാ വെലോസ് | സംവിധായകൻ | കാർലോ മസ്സക്കുറാറ്റി
വെസ്ന വാ വെലോസ് | രചന | കാർലോ മസ്സക്കുറാറ്റി
